1,-0.5,-0.5,1.4142
2,-0.21711,0.1386,0.80303
3,0.31836,0.41511,0.2005
4,0.43817,0.40097,0.11674
5,-0.49967,-0.28576,1.2715
6,0.14039,0.047061,0.57834
7,-0.49264,0.28471,1.0157
8,-0.39358,-0.30556,1.2031
9,-0.39321,0.24689,0.92838
10,-0.13289,-0.024442,0.82194
11,-0.26039,0.083259,0.8671
12,-0.15386,-0.23945,0.98708
13,-0.25038,-0.41518,1.1835
14,-0.11294,-0.20187,0.93183
15,-0.078962,0.41713,0.58486
16,0.14008,-0.029482,0.64023
17,0.092075,-0.17471,0.78844
18,0.48895,-0.37676,0.87683
19,-0.065353,0.33224,0.58972
20,0.24047,-0.4787,1.0125
21,0.3261,0.37999,0.21129
22,-0.31781,0.29817,0.84234
23,-0.43456,-0.17583,1.1533
24,0.11035,0.16904,0.51123
25,0.20155,-0.20371,0.76438
26,-0.38838,0.42995,0.89114
27,0.056926,-0.22607,0.85058
28,0.097834,-0.33112,0.92331
29,-0.36795,0.19965,0.91844
30,0.31458,-0.022866,0.55477
31,-0.41056,0.15344,0.97428
32,0.23128,0.46658,0.27079
33,0.40386,-0.18697,0.69367
34,-0.014095,-0.31728,0.96553
35,-0.42931,0.29142,0.95243
36,-0.39879,-0.29842,1.2022
37,0.23187,0.085099,0.494
38,-0.45951,-0.31666,1.26
39,0.45055,0.032131,0.47048
40,0.040215,-0.34634,0.96317
41,0.45383,0.32688,0.17918
42,-0.25231,-0.062724,0.93949
43,-0.38367,-0.11612,1.0772
44,0.14622,0.15075,0.49713
45,-0.39159,0.31737,0.9101
46,0.4835,0.26627,0.23432
47,0.16909,0.047696,0.56043
48,0.10636,-0.31014,0.90071
49,-0.3433,-0.44188,1.2642
50,0.5,0.5,0
